"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"127mm_swift";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1";"ZT3A1 豹";"ZT3A1";"ZT3A1";;
"127mm_ingwe";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2 豹";"ZT3A2";"ZT3A2";;
"127mm_i_tow";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"TOW 改\t进\t型";"I-TOW";"I-TOW";;
"152mm_tow_2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";"TOW-2";;
"152mm_tow_2a";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";"TOW-2A";;
"127mm_tow_2b";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";"TOW-2B";;
"103_milan";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"MILAN";"米\t蘭";;
"115_milan_2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"MILAN 2";"米\t蘭 2";;
"type_79_asm";"Type 79 ASM";"ASM Type 79";"ASM Tipo 79";"Typ 79 ASM";"ASM Tipo 79";"Type 79 ASM";"Type 79 ASM";"Typ 79 ASM";"Tipo 79 ASM";"Type 79 ASM";"Typ 79 PLoŘS";"Type 79 ASM";"Type 79 ASM";"Type 79 ASM";"79식 ASM";"79 式\t反\t船\t舰\t导\t弹";"79式空対艦誘導弾";"79 式\t反\t艦\t飛\t彈";;
"type_79_atgm";"Type 79";"Type 79";"Tipo 79";"Typ 79";"Tipo 79";"Type 79";"Type 79";"Typ 79";"Type 79";"Type 79";"Typ 79";"Type 79";"Type 79";"Type 79";"79식";"79 式";"Type 79";"79 式";;
"165mm_vt_1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";"VT1";;
"127_bgm_71_itow";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"I-TOW";"TOW 改\t进\t型";"I-TOW";"I-TOW";;
"57_438mm_ap";"57х438 AP-T";"57х438 AP-T";"AP-T 57x438";"57х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57Х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57х438 AP-T";"57\tх\t438 穿\t甲\t曳\t光\t弹";"57х438 AP-T";"穿\t甲\t曳\t光\t彈";;
"57_438mm_he";"57х438 HE-T";"57х438 HE-T";"HE-T 57x438";"57х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57Х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57х438 HE-T";"57\tх\t438 高\t爆\t曳\t光\t弹";"57х438 HE-T";"高\t爆\t曳\t光\t彈";;
"57_438mm_he_vt";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57х438 HE-VT";"57\tх\t438 近\t炸\t引\t信\t高\t爆\t弹";"57х438 HE-VT";"57\tх\t438 近\t發\t高\t爆\t彈";;
"57_438mm_sap";"57х438 SAP-T";"57х438 SAP-T";"SAP-T 57x438";"57х438 SAP-T";"57х438 SAP-T";"57х438 SAP-T";"57х438 SAP-T";"57Х438 SAP-T";"57х438 SAP-T";"57х438 SAP-T";"57×438 SAP-T";"57х438 SAP-T";"57х438 SAP-T";"57х438 SAP-T";"57х438 SAP-T";"57\tх\t438 半\t穿\t甲\t曳\t光\t弹";"57х438 SAP-T";"半\t穿\t甲\t曳\t光\t彈";;
"apds_fs_long_tank/name";"Armor-Piercing Fin-Stabilized Discarding Sabot shot";"Obus ""flèche"" (Obus sabot anti-blindage stabilisé)";"Proiettile Perforante Sabot con Alette Stabilizzanti";"Panzerbrechendes, flügelstabilisiertes Hartkerngeschoss mit Treibkäfig";"Proyectil Sabot Desechable Estabilizado con Aletas Perforadoras de Blindaje";"Оперённый бронебойный подкалиберный снаряд с отделяющимся поддоном";"Оперений бронебійний підкаліберний снаряд з відокремлюючим піддоном";"Pocisk podkalibrowy z odrzucanym sabotem, stabilizowany brzechwowo";"Tiro Penetrante Estabilizado com Palhetas e Cobertura Descartável Sabot";"Zırh Delici Kanat Dengeli tank mermisi";"průbojná s oddělitelným pouzdrem stabilizovaná křidélky";"Διατρητικό βλήμα σταθεροποιούμενο δια πτερυγίων απορριπτόμενου κελύφους";"Selongsong Armor-Piercing Fin-Stabilized Discarding Sabot";"กระสุนเจาะเกราะติดครีบทิ้งเปลือก";"날개안정분리철갑탄";"尾\t翼\t稳\t定\t脱\t壳\t穿\t甲\t弹";"装弾筒付翼安定徹甲弾";"尾\t翼\t穩\t定\t脫\t殼\t穿\t甲\t彈";;
"apds_fs_long_tank/name/short";"APFSDS";"APFSDS";"APFSDS";"APFSDS";"APFSDS";"ОБПС";"ОБПС";"APFSDS";"APFSDS";"APFSDS";"APDSFS";"APFSDS";"APFSDS";"APFSDS";"APFSDS";"APFSDS";"APFSDS";"APFSDS";;
"apds_fs_long_tank/desc";"Effective against thick armor. Deals secondary shard damage";"Efficace contre les blindages épais. Inflige des dégâts secondaires avec les éclats";"Efficace contro corazze spesse. Infligge danni secondari da schegge";"Wirksam gegen starke Panzerung. Verursacht sekundären Splitterschaden";"Efectivo contra la armadura gruesa. Causa daño secundario por fragmentación";"Эффективен против толстой брони. Наносит урон вторичными осколками";"Ефективний проти товстої броні. Завдає шкоди вторинними уламками";"Skuteczny przeciwko grubemu pancerzowi. Zadaje wtórne uszkodzenia odłamkami";"Eficaz contra blindagem espessa. Causa danos secundários de fragmentos";"Kalın zırha karşı etkilidir. İkincil parça hasarı verir";"Efektivní proti silnému pancíři. Uděluje sekundární poškození střepinami";"Αποτελεσματικό ενάντια σε παχιά θωράκιση. Προκαλεί δευτερεύουσα ζημιά από θραύσματα";"Efektif terhadap armor tebal. Menimbulkan damage pecahan cadangan";"ใช้ได้ผลดีกับเกราะหนา สร้างความเสียหายรองจากสะเก็ด";"관통 시 금속 파편을 생성하며, 일반 포탄보다 높은 관통력을 가집니다.";"反\t制\t较\t厚\t的\t装\t甲\t时\t十\t分\t有\t效，\t击\t穿\t装\t甲\t后\t能\t够\t造\t成\t二\t次\t破\t片\t伤\t害";"厚い\t装甲に\t対して\t効果的。\tセカンダリシャードダメージを\t与える";"打\t擊\t厚\t重\t裝\t甲\t特\t別\t有\t效，\t可\t造\t成\t次\t要\t碎\t片\t傷\t害";;
"he_frag_fs_tank/name";"High-explosive fragmentation shell";"Obus explosif à fragmentation";"Proiettile altamente esplosivo a frammentazione";"Hochexplosive Splittergranate";"Proyectil de fragmentación de alto explosivo";"Осколочно-фугасный снаряд";"Осколково-фугасний снаряд";"Pocisk odłamkowo-burzący";"Bala explosiva de fragmentação";"Yüksek patlayıcı parça tesirli mermi";"výbušná tříštivá";"Βλήμα υψηλής εκρηκτικότητας θραυσμάτων";"Selongsong High-Explosive Fragmentation";"ลูกปืนหัวระเบิดแรงสูงสะเก็ดระเบิด";"고폭파편탄";"高\t爆\t破\t片\t杀\t伤\t榴\t弹";"破砕榴弾";"高\t爆\t破\t片\t殺\t傷\t榴\t彈";;
"he_frag_fs_tank/name/short";"HE";"HE";"HE";"HE";"HE";"ОФС";"ОФ";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"高\t爆\t彈";;
"125mm_3bm42m";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3БМ42М";"3БМ42М";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";"3BM42M";;
"125mm_3bm46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";"3БМ46";"3БМ46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";"3BM46";;
"125mm_3bm60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";"3БM60";"3БM60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";"3BM60";;
"120_aft_07";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"红\t箭\t-73E";"HJ-73E";"紅\t箭\t-73E";;
"125mm_hj_73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"HJ-73";"红\t箭\t-73";"HJ-73";"紅\t箭\t-73";;
"125mm_hj_73e";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"HJ-73E";"红\t箭\t-73E";"HJ-73E";"紅\t箭\t-73E";;
"125mm_9m_119m1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1";"9M119M1 殷\t钢\t-M";"9M119M1";"9M119M1";;
"125mm_3bm42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";"3БМ42";"3БМ42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";"3BM42";;
"125mm_practice";"3P11";"3P11";"3P11";"3P11";"3P11";"3П11";"3П11";"3P11";"3P11";"3P11";"3P11";"3P11";"3P11";"3P11";"3P11";"3P11";"3P11";"3P11";;
"125mm_9m_112";"9M112";"9M112";"9M112";"9M112";"9M112";"9М112";"9M112";"9M112";"9M112";"9M112";"9M112";"9M112";"9M112";"9M112";"9M112";"9M112 眼\t镜\t蛇";"9M112";"9M112";;
"125mm_9m_119";"9M119";"9M119";"9M119";"9M119";"9M119";"9М119";"9М119";"9M119";"9M119";"9M119";"9M119";"9M119";"9M119";"9M119";"9M119";"9M119 反\t射";"9M119";"9M119";;
"125mm_3bk_12m";"3BK12M";"3BK12M";"3BK12M";"3BK12M";"3BK12M";"3БК12М";"3БК12М";"3BK12M";"3BK12M";"3BK12M";"3BK-12M";"3BK12M";"3BK12M";"3BK12M";"3BK12M";"3BK12M";"3BK12M";"3BK12M";;
"125mm_3bk_18m";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3БК18М";"3БК18М";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";"3BK18M";;
"125mm_3bm9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";"3БМ9";"3БМ9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";"3BM9";;
"125mm_3bm12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";"3БМ12";"3БМ12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";"3BM12";;
"125mm_3bm15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";"3БМ15";"3БМ15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";"3BM15";;
"125mm_3bm22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";"3БМ22";"3БМ22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";"3BM22";;
"125mm_3of_19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";"3OФ19";"3OФ19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";"3OF19";;
"125mm_3of_26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";"3OФ26";"ЗОФ26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";"3OF26";;
"125mm_3of_26_edkv";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OФ26 ЭДКВ";"3OФ26 ЕДКВ";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";"3OF26 EDKV";;
"125mm_9M14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9\tМ\t14 婴\t儿";"9М14";"9\tМ\t14 嬰\t兒";;
"125mm_9M113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9М113";"9\tМ\t113 竞\t赛";"9М113";"9\tМ\t113 競\t賽";;
"105mm_m735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";"M735";;
"105mm_m456a2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";"M456A2";;
"105mm_m774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";"M774";;
"105mm_c76a1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";"C76A1";;
"105mm_m833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";"M833";;
"152mm_xm410e1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";"XM410E1";;
"152mm_mgm_61c";"MGM-51C";"MGM-51C";"MGM-61C";"MGM-51C";"MGM-51C";"MGM-51C";"MGM-51C";"MGM-51C";"MGM-51C";"MGM-61C";"MGM-51C";"MGM-51C";"MGM-51C";"MGM-51C";"MGM-51C";"MGM-61C";"MGM-51C";"MGM-61C";;
"152mm_xm578e1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";"XM578E1";;
"73mm_og_9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";"ОГ-9";"ОГ-9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";"OG-9";;
"73mm_pg_9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";"ПГ-9";"ПГ-9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";"PG-9";;
"100mm_1_72_13";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 КС";"1-72-13 КС";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"1-72-13 HEAT-FS";"73 式\t破\t甲\t弹";"1-72-13 HEAT-FS";"1-72-13 式\t反\t戰\t車\t高\t爆\t彈";;
"100mm_1_72_85";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 ОБПС";"1-72-85 ОБПС";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"1-72-85 APDS-FS";"73 式\t脱\t壳\t超\t速\t穿\t甲\t弹";"1-72-85 APDS-FS";"73 式\t脫\t殼\t超\t速\t穿\t甲\t彈";;
"100mm_1_71_74";"1-71-74 HE";"1-71-74 HE";"1-71-74 HE";"1-71-74 HE";"1-71-74 HE";"1-71-74 ОФ";"1-71-74 ОФ";"1-71-74 HE";"1-71-74 HE";"1-71-74 HE";"1-71-74 HE ";"1-71-74 HE";"1-71-74 HE";"1-71-74 HE";"1-71-74 고폭탄";"73 式\t杀\t爆\t弹";"1-71-74 HE";"73 式\t殺\t傷\t爆\t破\t榴\t彈";;
"type_44_he";"Type 44 HE";"HE Type 44";"HE Tipo 44";"Typ 44 HE";"HE Tipo 44";"Type 44 HE";"ОФ (тип 44)";"Typ 44 HE";"Type 44 HE";"Type 44 HE";"Typ 44 HE";"Type 44 HE";"Type 44 HE";"Type 44 HE";"44식 HE";"44 式\t杀\t爆\t弹";"44式 HE";"44 式\t高\t爆\t彈";;
"type_44_ap";"Type 44 AP";"AP Type 44";"AP Tipo 44";"Typ 44 AP";"AP Tipo 44";"Type 44 AP";"ББ (тип 44)";"Typ 44 AP";"Type 44 AP";"Type 44 AP";"Typ 44 AP";"Type 44 AP";"Type 44 AP";"Type 44 AP";"44식 AP";"44 式\t尖\t头\t穿\t甲\t弹";"44式 AP";"44 式\t穿\t甲\t彈";;
"120mm_mark_va";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk. VA";"SAP Mk.VA";"ПБ Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"SAP Mk.VA";"Mk VA 半\t穿\t甲\t弹";"SAP Mk.VA";"Mk VA 半\t穿\t甲\t彈";;
"120mm_mark_viia";"4.7 inch HE Mk.VIIA";"Mk.VIIA SAP de 4,7 pouces";"4.7'' HE Mk.VIIA";"4.7 inch HE Mk.VIIA";"4.7 inch HE Mk.VIIA";"120-мм ОФ Mk.VIIA";"120-мм ОФ Mk.VIIA";"4,7-calowy HE Mk.VIIA";"4.7 inch HE Mk.VIIA";"4.7 inch HE Mk.VIIA";"4.7"" HE Mk.VIIA";"4.7 inch HE Mk.VIIA";"4.7 inci/HE Mk.VIIA";"HE Mk.VIIA 4.7 นิ้ว";"4.7인치 Mk.VIIA HE";"Mk VIIA 榴\t弹";"4.7 インチ HE Mk.VIIA";"Mk VIIA 高\t爆\t彈";;
"120mm_mark_viia_df";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk. VIIA";"HE-TF Mk.VIIA";"ОФ-ДВ Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"HE-TF Mk.VIIA";"Mk VIIA 榴\t弹 (弹\t底\t引\t信)";"HE-TF Mk.VIIA";"Mk VIIA 定\t時\t高\t爆\t彈";;
"120mm_mark_viia_vt";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk. VIIA";"HE-VT Mk.VIIA";"ОФ-РВ Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"HE-VT Mk.VIIA";"Mk VIIA 榴\t弹 (近\t炸\t引\t信)";"HE-VT Mk.VIIA";"Mk VIIA 近\t發\t高\t爆\t彈";;
"40mm_HF_MKII_TL";"40 mm HET";"40mm HE-T";"HE-T da 40mm";"40 mm HE-T";"40 mm HET";"40-мм ОФТ";"40-мм ОФТ";"40 mm HE-T";"40 mm HET";"40mm HE-T";"40 mm HET";"40 mm HET";"40 mm/HET";"HET 40 มม.";"40 mm HET";"高\t爆\t曳\t光\t弹";"40 mm HET";"HE-T";;
"40mm_M81_AP";"APT";"AP-T";"APT";"APT";"APT";"БТ";"APT";"APT";"APT";"APT";"APT";"40 mm APT";"APT";"APT 40 มม.";"APT";"AP-T";"APT";"AP-T";;
"20x138B";"20 mm AP";"20 mm AP";"AP da 20mm";"20 mm AP";"20mm AP";"20-мм ББ снаряд";"20-мм ББ снаряд";"20 mm AP";"20 mm AP";"20mm AP";"20 mm AP";"20 mm AP";"20 mm/AP";"AP 20 มม.";"20 mm AP";"穿\t甲\t弹";"20 mm AP";"AP";;
"81mm_he_m43a1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";"M43A1";;
"76mm_howitzer_shell_smoke";"Smoke";"Fumigène";"Fumogeno";"Rauch";"Humo";"Smoke";"Димовий";"Dymny";"Fumaça";"Sis";"kouř";"Καπνός";"Asap";"Smoke";"연막탄";"烟\t雾\t弹";"発煙";"煙\t霧";;
"76mm_smoke_grenade";"Smoke grenade";"Grenade fumigène";"Granata fumogena";"Rauchgranate";"Granada de humo";"Дымовая граната";"76-мм димова граната";"Granat dymny";"Granada de fumo";"Sis bombası";"kouřový granát";"Χειροβομβίδα καπνού";"Granat asap";"ระเบิดควัน";"연막탄";"烟\t雾\t弹";"76 mm 発煙弾";"煙\t霧\t彈";;
"63mm_smoke_grenade";"Smoke grenade";"Grenade fumigène";"Granata fumogena";"Rauchgranate";"Granada de humo";"Дымовая граната";"Димова граната";"Granat dymny";"Granada de fumo";"Sis bombası";"kouřový granát";"Χειροβομβίδα καπνού";"Granat asap";"ระเบิดควัน";"연막탄";"烟\t雾\t弹";"発煙弾";"煙\t霧\t彈";;
"66mm_smoke_grenade";"Smoke grenade";"Grenade fumigène";"Granata fumogena";"Rauchgranate";"Granada de humo";"Дымовая граната";"Димова граната";"Granat dymny";"Granada de fumo";"Sis bombası";"kouřový granát";"Χειροβομβίδα καπνού";"Granat asap";"ระเบิดควัน";"연막탄";"烟\t雾\t弹";"66 mm 発煙弾﻿";"煙\t霧\t彈";;
"81mm_smoke_grenade";"Smoke grenade";"Grenade fumigène";"Granata fumogena";"Rauchgranate";"Granada de humo";"Дымовая граната";"Димова граната";"Granat dymny";"Granada de fumo";"Sis bombası";"kouřový granát";"Χειροβομβίδα καπνού";"Granat asap";"ระเบิดควัน";"연막탄";"烟\t雾\t弹";"81 mm 発煙弾";"煙\t霧\t彈";;
"80mm_galix_smoke_grenade";"Smoke grenade";"Grenade fumigène";"Granata fumogena";"Nebelgranate";"Granada de humo";"Дымовая граната";"Димова граната";"Granat dymny";"Granada de fumo";"Sis bombası";"kouřový granát";"Χειροβομβίδα καπνού";"Granat asap";"ระเบิดควัน";"연막탄";"烟\t雾\t弹";"発煙弾発射機";"煙\t霧\t彈";;
"40mm_m_dn51";"40 mm M-DN51 HE-T";"HE-T de 40 mm M-DN51";"HE-T da 40mm M-DN51";"40 mm M-DN51 HE-T";"40 mm M-DN51 HE-T";"40-мм ОФТ M-DN51";"40-мм ОФТ M-DN51";"40 mm M-DN51 HE-T";"40 mm M-DN51 HE-T";"40 mm M-DN51 HE-T";"40 mm M-DN51 HE-T";"40 mm M-DN51 HE-T";"40 mm/M-DN51 HE-T";"M-DN51 HE-T 40 มม.";"40 mm M-DN51 HE-T";"M-DN51";"40 mm M-DN51 HE-T";"M-DN51";;
"40mm_he_t_pf";"40 mm HE-T-PF";"HE-T-PF de 40 mm";"HE-T-PF da 40mm";"40 mm HE-T-PF";"40 mm HE-T-PF";"40-мм ОФ-РВ-Т";"40-мм ОФ-РП-Т";"40 mm HE-T-PF";"40 mm HE-T-PF";"40 mm HE-T-PF";"40 mm HE-T-PF";"40 mm HE-T-PF";"40 mm/HE-T-PF";"HE-T-PF 40 มม.";"40 mm HE-T-PF";"预\t制\t破\t片\t曳\t光\t榴\t弹";"40 mm HE-T-PF";"HE-T-PF";;
"114mm_he_shell";"HE";"HE";"HE";"HE";"HE";"ОФС";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"榴\t弹";"HE";"高\t爆\t彈";;
"25mm_type96_apt";"25 mm APT";"25 mm APT";"APT 25mm";"25 mm APT";"25 mm APT";"25-мм БТ";"25-мм APT";"25 mm APT";"25 mm APT";"25 mm APT";"25 mm APT";"25 mm APT";"25 mm/APT";"APT 25 มม.";"25 mm APT";"AP-T";"25 mm APT";"AP-T";;
"120mm_schneider_canet_common";"Schneider-Canet SAP";"SAP Schneider-Canet";"SAP Schneider-Canet";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"Schneider-Canet SAP";"슈나이더-카넷 SAP";"半\t穿\t甲\t弹";"Schneider-Canet SAP";"半\t穿\t甲\t彈";;
